INTID,hour,total_volume,los_score,LOS
4,2025-11-19 10:00:00,3124.0,2,B
4,2025-11-19 11:00:00,3079.0,2,B
4,2025-11-19 12:00:00,3272.0,2,B
4,2025-11-19 13:00:00,3296.0,2,B
4,2025-11-19 14:00:00,3250.0,2,B
4,2025-11-19 15:00:00,3470.0,2,B
4,2025-11-19 16:00:00,3695.0,3,C
4,2025-11-19 17:00:00,3999.0,3,C
4,2025-11-19 18:00:00,3363.0,2,B
4,2025-11-19 19:00:00,3411.0,2,B
4,2025-11-19 20:00:00,2563.0,2,B
4,2025-11-19 21:00:00,2281.0,1,A
4,2025-11-19 22:00:00,1419.0,1,A
4,2025-11-19 23:00:00,831.0,1,A
4,2025-11-20 00:00:00,394.0,1,A
4,2025-11-20 01:00:00,217.0,1,A
4,2025-11-20 02:00:00,182.0,1,A
4,2025-11-20 03:00:00,157.0,1,A
4,2025-11-20 04:00:00,174.0,1,A
4,2025-11-20 05:00:00,461.0,1,A
4,2025-11-20 06:00:00,994.0,1,A
4,2025-11-20 07:00:00,2223.0,2,B
4,2025-11-20 08:00:00,2802.0,2,B
4,2025-11-20 09:00:00,2727.0,2,B
4,2025-11-20 10:00:00,2881.0,2,B
4,2025-11-20 11:00:00,2770.0,2,B
4,2025-11-20 12:00:00,2985.0,2,B
4,2025-11-20 13:00:00,3078.0,2,B
4,2025-11-20 14:00:00,3026.0,2,B
4,2025-11-20 15:00:00,3286.0,2,B
4,2025-11-20 16:00:00,3539.0,2,B
4,2025-11-20 17:00:00,3213.0,2,B
4,2025-11-20 18:00:00,3313.0,2,B
4,2025-11-20 19:00:00,2783.0,2,B
4,2025-11-20 20:00:00,2349.0,2,B
4,2025-11-20 21:00:00,1766.0,1,A
4,2025-11-20 22:00:00,1313.0,1,A
4,2025-11-20 23:00:00,934.0,1,A
4,2025-11-21 00:00:00,394.0,1,A
4,2025-11-21 01:00:00,241.0,1,A
4,2025-11-21 02:00:00,212.0,1,A
4,2025-11-21 03:00:00,180.0,1,A
4,2025-11-21 04:00:00,261.0,1,A
4,2025-11-21 05:00:00,481.0,1,A
4,2025-11-21 06:00:00,1055.0,1,A
4,2025-11-21 07:00:00,2181.0,2,B
4,2025-11-21 08:00:00,3580.0,2,B
4,2025-11-21 09:00:00,3354.0,2,B
4,2025-11-21 10:00:00,3028.0,2,B
4,2025-11-21 11:00:00,2989.0,2,B
4,2025-11-21 12:00:00,3305.0,2,B
4,2025-11-21 13:00:00,3537.0,2,B
4,2025-11-21 14:00:00,3533.0,2,B
4,2025-11-21 15:00:00,3684.0,3,C
4,2025-11-21 16:00:00,3899.0,3,C
4,2025-11-21 17:00:00,4067.0,3,C
4,2025-11-21 18:00:00,3448.0,2,B
4,2025-11-21 19:00:00,3761.0,3,C
4,2025-11-21 20:00:00,2957.0,2,B
4,2025-11-21 21:00:00,2372.0,1,A
4,2025-11-21 22:00:00,1950.0,1,A
4,2025-11-21 23:00:00,1419.0,1,A
4,2025-11-22 00:00:00,867.0,1,A
4,2025-11-22 01:00:00,472.0,1,A
4,2025-11-22 02:00:00,373.0,1,A
4,2025-11-22 03:00:00,268.0,1,A
4,2025-11-22 04:00:00,193.0,1,A
4,2025-11-22 05:00:00,287.0,1,A
4,2025-11-22 06:00:00,462.0,1,A
4,2025-11-22 07:00:00,1039.0,1,A
4,2025-11-22 08:00:00,1420.0,1,A
4,2025-11-22 09:00:00,2063.0,1,A
4,2025-11-22 10:00:00,2770.0,2,B
4,2025-11-22 11:00:00,3216.0,2,B
4,2025-11-22 12:00:00,3429.0,2,B
4,2025-11-22 13:00:00,3396.0,2,B
4,2025-11-22 14:00:00,3312.0,2,B
4,2025-11-22 15:00:00,3154.0,2,B
4,2025-11-22 16:00:00,3159.0,2,B
4,2025-11-22 17:00:00,3019.0,2,B
4,2025-11-22 18:00:00,3102.0,2,B
4,2025-11-22 19:00:00,2822.0,2,B
4,2025-11-22 20:00:00,2359.0,2,B
4,2025-11-22 21:00:00,1893.0,1,A
4,2025-11-22 22:00:00,1512.0,1,A
4,2025-11-22 23:00:00,1111.0,1,A
5,2025-11-16 00:00:00,137.0,1,A
5,2025-11-16 01:00:00,56.0,1,A
5,2025-11-16 02:00:00,58.0,1,A
5,2025-11-16 03:00:00,46.0,1,A
5,2025-11-16 04:00:00,65.0,1,A
5,2025-11-16 05:00:00,87.0,1,A
5,2025-11-16 06:00:00,200.0,1,A
5,2025-11-16 07:00:00,537.0,1,A
5,2025-11-16 08:00:00,1088.0,1,A
5,2025-11-16 09:00:00,1298.0,1,A
5,2025-11-16 10:00:00,1804.0,1,A
5,2025-11-16 11:00:00,1867.0,1,A
5,2025-11-16 12:00:00,2125.0,1,A
5,2025-11-16 13:00:00,1886.0,1,A
5,2025-11-16 14:00:00,1707.0,1,A
5,2025-11-16 15:00:00,1649.0,1,A
5,2025-11-16 16:00:00,1736.0,1,A
5,2025-11-16 17:00:00,1356.0,1,A
5,2025-11-16 18:00:00,1162.0,1,A
5,2025-11-16 19:00:00,825.0,1,A
5,2025-11-16 20:00:00,546.0,1,A
5,2025-11-16 21:00:00,337.0,1,A
5,2025-11-16 22:00:00,197.0,1,A
5,2025-11-16 23:00:00,115.0,1,A
5,2025-11-17 00:00:00,39.0,1,A
5,2025-11-17 01:00:00,19.0,1,A
5,2025-11-17 02:00:00,28.0,1,A
5,2025-11-17 03:00:00,49.0,1,A
5,2025-11-17 04:00:00,136.0,1,A
5,2025-11-17 05:00:00,333.0,1,A
5,2025-11-17 06:00:00,1034.0,1,A
5,2025-11-17 07:00:00,2319.0,2,B
5,2025-11-17 08:00:00,2177.0,1,A
5,2025-11-17 09:00:00,1641.0,1,A
5,2025-11-17 10:00:00,1741.0,1,A
5,2025-11-17 11:00:00,1968.0,1,A
5,2025-11-17 12:00:00,2007.0,1,A
5,2025-11-17 13:00:00,2029.0,1,A
5,2025-11-17 14:00:00,2231.0,1,A
5,2025-11-17 15:00:00,2455.0,2,B
5,2025-11-17 16:00:00,2557.0,2,B
5,2025-11-17 17:00:00,2364.0,2,B
5,2025-11-17 18:00:00,1476.0,1,A
5,2025-11-17 19:00:00,1022.0,1,A
5,2025-11-17 20:00:00,744.0,1,A
5,2025-11-17 21:00:00,359.0,1,A
5,2025-11-17 22:00:00,230.0,1,A
5,2025-11-17 23:00:00,86.0,1,A
5,2025-11-18 00:00:00,51.0,1,A
5,2025-11-18 01:00:00,91.0,1,A
5,2025-11-18 02:00:00,108.0,1,A
5,2025-11-18 03:00:00,51.0,1,A
5,2025-11-18 04:00:00,172.0,1,A
5,2025-11-18 05:00:00,332.0,1,A
5,2025-11-18 06:00:00,1063.0,1,A
5,2025-11-18 07:00:00,2544.0,2,B
5,2025-11-18 08:00:00,2194.0,1,A
5,2025-11-18 09:00:00,1836.0,1,A
5,2025-11-18 10:00:00,1969.0,1,A
5,2025-11-18 11:00:00,2027.0,1,A
5,2025-11-18 12:00:00,2248.0,1,A
5,2025-11-18 13:00:00,2111.0,1,A
5,2025-11-18 14:00:00,2317.0,1,A
5,2025-11-18 15:00:00,2358.0,1,A
5,2025-11-18 16:00:00,2718.0,2,B
5,2025-11-18 17:00:00,2270.0,1,A
5,2025-11-18 18:00:00,1659.0,1,A
5,2025-11-18 19:00:00,1093.0,1,A
5,2025-11-18 20:00:00,901.0,1,A
5,2025-11-18 21:00:00,482.0,1,A
5,2025-11-18 22:00:00,222.0,1,A
5,2025-11-18 23:00:00,119.0,1,A
5,2025-11-19 00:00:00,52.0,1,A
5,2025-11-19 01:00:00,36.0,1,A
5,2025-11-19 02:00:00,30.0,1,A
5,2025-11-19 03:00:00,44.0,1,A
5,2025-11-19 04:00:00,129.0,1,A
5,2025-11-19 05:00:00,341.0,1,A
5,2025-11-19 06:00:00,1041.0,1,A
5,2025-11-19 07:00:00,2304.0,2,B
5,2025-11-19 08:00:00,2137.0,1,A
5,2025-11-19 09:00:00,1718.0,1,A
5,2025-11-19 10:00:00,1743.0,1,A
5,2025-11-19 11:00:00,2068.0,1,A
5,2025-11-19 12:00:00,2118.0,1,A
5,2025-11-19 13:00:00,2010.0,1,A
5,2025-11-19 14:00:00,2361.0,2,B
5,2025-11-19 15:00:00,2445.0,2,B
5,2025-11-19 16:00:00,2568.0,2,B
5,2025-11-19 17:00:00,2467.0,2,B
5,2025-11-19 18:00:00,1785.0,1,A
5,2025-11-19 19:00:00,1211.0,1,A
5,2025-11-19 20:00:00,986.0,1,A
5,2025-11-19 21:00:00,560.0,1,A
5,2025-11-19 22:00:00,246.0,1,A
5,2025-11-19 23:00:00,127.0,1,A
5,2025-11-20 00:00:00,43.0,1,A
5,2025-11-20 01:00:00,35.0,1,A
5,2025-11-20 02:00:00,31.0,1,A
5,2025-11-20 03:00:00,58.0,1,A
5,2025-11-20 04:00:00,148.0,1,A
5,2025-11-20 05:00:00,323.0,1,A
5,2025-11-20 06:00:00,1019.0,1,A
5,2025-11-20 07:00:00,1970.0,1,A
5,2025-11-20 08:00:00,1860.0,1,A
5,2025-11-20 09:00:00,1406.0,1,A
5,2025-11-20 10:00:00,1623.0,1,A
5,2025-11-20 11:00:00,1874.0,1,A
5,2025-11-20 12:00:00,1989.0,1,A
5,2025-11-20 13:00:00,1899.0,1,A
5,2025-11-20 14:00:00,2256.0,1,A
5,2025-11-20 15:00:00,2360.0,2,B
5,2025-11-20 16:00:00,2148.0,1,A
5,2025-11-20 17:00:00,2082.0,1,A
5,2025-11-20 18:00:00,1580.0,1,A
5,2025-11-20 19:00:00,1215.0,1,A
5,2025-11-20 20:00:00,905.0,1,A
5,2025-11-20 21:00:00,648.0,1,A
5,2025-11-20 22:00:00,593.0,1,A
5,2025-11-20 23:00:00,552.0,1,A
5,2025-11-21 00:00:00,178.0,1,A
5,2025-11-21 01:00:00,58.0,1,A
5,2025-11-21 02:00:00,24.0,1,A
5,2025-11-21 03:00:00,72.0,1,A
5,2025-11-21 04:00:00,193.0,1,A
5,2025-11-21 05:00:00,437.0,1,A
5,2025-11-21 06:00:00,985.0,1,A
5,2025-11-21 07:00:00,2321.0,1,A
5,2025-11-21 08:00:00,1882.0,1,A
5,2025-11-21 09:00:00,1775.0,1,A
5,2025-11-21 10:00:00,2115.0,1,A
5,2025-11-21 11:00:00,2274.0,1,A
5,2025-11-21 12:00:00,2307.0,1,A
5,2025-11-21 13:00:00,2309.0,1,A
5,2025-11-21 14:00:00,2503.0,2,B
5,2025-11-21 15:00:00,2585.0,2,B
5,2025-11-21 16:00:00,2702.0,2,B
5,2025-11-21 17:00:00,2210.0,1,A
5,2025-11-21 18:00:00,1664.0,1,A
5,2025-11-21 19:00:00,1209.0,1,A
5,2025-11-21 20:00:00,874.0,1,A
5,2025-11-21 21:00:00,616.0,1,A
5,2025-11-21 22:00:00,474.0,1,A
5,2025-11-21 23:00:00,211.0,1,A
5,2025-11-22 00:00:00,112.0,1,A
5,2025-11-22 01:00:00,88.0,1,A
5,2025-11-22 02:00:00,44.0,1,A
5,2025-11-22 03:00:00,44.0,1,A
5,2025-11-22 04:00:00,63.0,1,A
5,2025-11-22 05:00:00,122.0,1,A
5,2025-11-22 06:00:00,355.0,1,A
5,2025-11-22 07:00:00,644.0,1,A
5,2025-11-22 08:00:00,1141.0,1,A
5,2025-11-22 09:00:00,1517.0,1,A
5,2025-11-22 10:00:00,1751.0,1,A
5,2025-11-22 11:00:00,1911.0,1,A
5,2025-11-22 12:00:00,1927.0,1,A
5,2025-11-22 13:00:00,1787.0,1,A
5,2025-11-22 14:00:00,1707.0,1,A
5,2025-11-22 15:00:00,1626.0,1,A
5,2025-11-22 16:00:00,1667.0,1,A
5,2025-11-22 17:00:00,1613.0,1,A
5,2025-11-22 18:00:00,1507.0,1,A
5,2025-11-22 19:00:00,1052.0,1,A
5,2025-11-22 20:00:00,828.0,1,A
5,2025-11-22 21:00:00,583.0,1,A
5,2025-11-22 22:00:00,406.0,1,A
5,2025-11-22 23:00:00,197.0,1,A
